type	lat	lon	name	desc
T	16.820730000	7.691570000		
T	16.820750000	7.691760000		
T	16.820770000	7.691940000		
T	16.820790000	7.692040000		
T	16.820800000	7.692130000		
T	16.820820000	7.692320000		
T	16.820850000	7.692500000		
T	16.820870000	7.692690000		
T	16.820900000	7.692870000		
T	16.820920000	7.693060000		
T	16.820950000	7.693250000		
T	16.820970000	7.693430000		
T	16.821000000	7.693620000		
T	16.821020000	7.693810000		
T	16.821050000	7.693990000		
T	16.821070000	7.694180000		
T	16.821100000	7.694360000		
T	16.821120000	7.694550000		
T	16.821140000	7.694740000		
T	16.821170000	7.694920000		
T	16.821190000	7.695110000		
T	16.821220000	7.695290000		
T	16.821240000	7.695480000		
T	16.821270000	7.695670000		
T	16.821290000	7.695850000		
T	16.821300000	7.695920000		
T	16.821280000	7.696040000		
T	16.821250000	7.696220000		
T	16.821220000	7.696410000		
T	16.821190000	7.696590000		
T	16.821160000	7.696780000		
T	16.821120000	7.696960000		
T	16.821090000	7.697150000		
T	16.821060000	7.697330000		
T	16.821030000	7.697520000		
T	16.821000000	7.697700000		
T	16.820970000	7.697890000		
T	16.820930000	7.698070000		
T	16.820900000	7.698260000		
T	16.820870000	7.698440000		
T	16.820840000	7.698630000		
T	16.820810000	7.698810000		
T	16.820780000	7.699000000		
T	16.820740000	7.699180000		
T	16.820710000	7.699370000		
T	16.820710000	7.699410000		
T	16.820680000	7.699550000		
T	16.820650000	7.699740000		
T	16.820620000	7.699920000		
T	16.820590000	7.700110000		
T	16.820560000	7.700290000		
T	16.820520000	7.700480000		
T	16.820490000	7.700660000		
T	16.820460000	7.700850000		
T	16.820430000	7.701030000		
T	16.820400000	7.701220000		
T	16.820370000	7.701400000		
T	16.820330000	7.701590000		
T	16.820300000	7.701770000		
T	16.820270000	7.701960000		
T	16.820240000	7.702140000		
T	16.820210000	7.702330000		
T	16.820180000	7.702510000		
T	16.820140000	7.702700000		
T	16.820110000	7.702880000		
T	16.820080000	7.703070000		
T	16.820070000	7.703130000		
T	16.820070000	7.703250000		
T	16.820080000	7.703440000		
T	16.820080000	7.703630000		
T	16.820080000	7.703820000		
T	16.820090000	7.704010000		
T	16.820090000	7.704190000		
T	16.820100000	7.704380000		
T	16.820100000	7.704570000		
T	16.820110000	7.704760000		
T	16.820110000	7.704940000		
T	16.820110000	7.705130000		
T	16.820120000	7.705320000		
T	16.820120000	7.705510000		
T	16.820130000	7.705700000		
T	16.820130000	7.705880000		
T	16.820140000	7.706070000		
T	16.820140000	7.706260000		
T	16.820140000	7.706450000		
T	16.820150000	7.706640000		
T	16.820150000	7.706820000		
T	16.820210000	7.707000000		
T	16.820270000	7.707180000		
T	16.820320000	7.707360000		
T	16.820380000	7.707540000		
T	16.820440000	7.707710000		
T	16.820500000	7.707890000		
T	16.820530000	7.708010000		
T	16.820550000	7.708070000		
T	16.820610000	7.708250000		
T	16.820670000	7.708430000		
T	16.820730000	7.708600000		
T	16.820780000	7.708780000		
T	16.820840000	7.708960000		
T	16.820900000	7.709140000		
T	16.820950000	7.709320000		
T	16.821010000	7.709490000		
T	16.821070000	7.709670000		
T	16.821130000	7.709850000		
T	16.821180000	7.710030000		
T	16.821240000	7.710210000		
T	16.821300000	7.710390000		
T	16.821310000	7.710430000		
T	16.821350000	7.710570000		
T	16.821400000	7.710750000		
T	16.821450000	7.710930000		
T	16.821500000	7.711110000		
T	16.821550000	7.711290000		
T	16.821600000	7.711470000		
T	16.821650000	7.711650000		
T	16.821700000	7.711830000		
T	16.821750000	7.712010000		
T	16.821800000	7.712190000		
T	16.821840000	7.712370000		
T	16.821890000	7.712550000		
T	16.821940000	7.712730000		
T	16.821990000	7.712910000		
T	16.822040000	7.713090000		
T	16.822090000	7.713280000		
T	16.822140000	7.713460000		
T	16.822190000	7.713640000		
T	16.822240000	7.713820000		
T	16.822290000	7.714000000		
T	16.822340000	7.714180000		
T	16.822390000	7.714360000		
T	16.822440000	7.714540000		
T	16.822490000	7.714720000		
T	16.822540000	7.714900000		
T	16.822590000	7.715080000		
T	16.822610000	7.715160000		
T	16.822640000	7.715260000		
T	16.822690000	7.715440000		
T	16.822720000	7.715580000		
T	16.822740000	7.715620000		
T	16.822810000	7.715800000		
T	16.822880000	7.715970000		
T	16.822950000	7.716140000		
T	16.823020000	7.716320000		
T	16.823090000	7.716490000		
T	16.823160000	7.716660000		
T	16.823220000	7.716840000		
T	16.823290000	7.717010000		
T	16.823360000	7.717180000		
T	16.823430000	7.717360000		
T	16.823500000	7.717530000		
T	16.823570000	7.717700000		
T	16.823640000	7.717880000		
T	16.823710000	7.718050000		
T	16.823780000	7.718220000		
T	16.823850000	7.718400000		
T	16.823910000	7.718570000		
T	16.823980000	7.718740000		
T	16.824050000	7.718920000		
T	16.824120000	7.719090000		
T	16.824190000	7.719270000		
T	16.824260000	7.719440000		
T	16.824330000	7.719610000		
T	16.824400000	7.719790000		
T	16.824470000	7.719960000		
T	16.824540000	7.720130000		
T	16.824610000	7.720310000		
T	16.824670000	7.720480000		
T	16.824740000	7.720650000		
T	16.824810000	7.720830000		
T	16.824880000	7.720990000		
T	16.824880000	7.721000000		
T	16.824920000	7.721180000		
T	16.824970000	7.721370000		
T	16.825010000	7.721550000		
T	16.825060000	7.721730000		
T	16.825100000	7.721910000		
T	16.825140000	7.722090000		
T	16.825150000	7.722130000		
T	16.825190000	7.722280000		
T	16.825230000	7.722460000		
T	16.825280000	7.722640000		
T	16.825320000	7.722820000		
T	16.825370000	7.723000000		
T	16.825410000	7.723190000		
T	16.825460000	7.723370000		
T	16.825500000	7.723550000		
T	16.825540000	7.723730000		
T	16.825590000	7.723910000		
T	16.825630000	7.724100000		
T	16.825680000	7.724280000		
T	16.825720000	7.724460000		
T	16.825770000	7.724640000		
T	16.825810000	7.724830000		
T	16.825860000	7.725010000		
T	16.825900000	7.725190000		
T	16.825950000	7.725370000		
T	16.825990000	7.725550000		
T	16.826030000	7.725740000		
T	16.826040000	7.725770000		
T	16.826080000	7.725950000		
T	16.826130000	7.726130000		
T	16.826170000	7.726310000		
T	16.826210000	7.726490000		
T	16.826260000	7.726680000		
T	16.826300000	7.726860000		
T	16.826340000	7.727040000		
T	16.826380000	7.727220000		
T	16.826430000	7.727410000		
T	16.826470000	7.727590000		
T	16.826510000	7.727770000		
T	16.826550000	7.727950000		
T	16.826600000	7.728140000		
T	16.826640000	7.728320000		
T	16.826680000	7.728500000		
T	16.826730000	7.728680000		
T	16.826770000	7.728870000		
T	16.826770000	7.728880000		
T	16.826810000	7.729050000		
T	16.826860000	7.729230000		
T	16.826890000	7.729380000		
T	16.826900000	7.729410000		
T	16.826940000	7.729600000		
T	16.826990000	7.729780000		
T	16.827030000	7.729960000		
T	16.827070000	7.730140000		
T	16.827120000	7.730330000		
T	16.827160000	7.730510000		
T	16.827200000	7.730690000		
T	16.827250000	7.730870000		
T	16.827290000	7.731060000		
T	16.827340000	7.731240000		
T	16.827380000	7.731420000		
T	16.827420000	7.731600000		
T	16.827470000	7.731780000		
T	16.827510000	7.731970000		
T	16.827550000	7.732150000		
T	16.827600000	7.732330000		
T	16.827640000	7.732510000		
T	16.827690000	7.732700000		
T	16.827730000	7.732880000		
T	16.827770000	7.733060000		
T	16.827820000	7.733240000		
T	16.827860000	7.733420000		
T	16.827900000	7.733610000		
T	16.827950000	7.733790000		
T	16.827990000	7.733970000		
T	16.828040000	7.734150000		
T	16.828080000	7.734340000		
T	16.828120000	7.734520000		
T	16.828170000	7.734700000		
T	16.828210000	7.734880000		
T	16.828250000	7.735070000		
T	16.828300000	7.735250000		
T	16.828340000	7.735430000		
T	16.828380000	7.735610000		
T	16.828430000	7.735790000		
T	16.828470000	7.735980000		
T	16.828520000	7.736160000		
T	16.828560000	7.736340000		
T	16.828600000	7.736520000		
T	16.828630000	7.736620000		
T	16.828650000	7.736710000		
T	16.828690000	7.736890000		
T	16.828730000	7.737040000		
T	16.828730000	7.737070000		
T	16.828780000	7.737250000		
T	16.828830000	7.737430000		
T	16.828870000	7.737610000		
T	16.828920000	7.737800000		
T	16.828970000	7.737980000		
T	16.829010000	7.738160000		
T	16.829060000	7.738340000		
T	16.829110000	7.738520000		
T	16.829150000	7.738700000		
T	16.829200000	7.738880000		
T	16.829250000	7.739070000		
T	16.829290000	7.739250000		
T	16.829340000	7.739430000		
T	16.829390000	7.739610000		
T	16.829430000	7.739790000		
T	16.829480000	7.739970000		
T	16.829530000	7.740160000		
T	16.829570000	7.740340000		
T	16.829620000	7.740520000		
T	16.829670000	7.740700000		
T	16.829710000	7.740880000		
T	16.829760000	7.741060000		
T	16.829810000	7.741240000		
T	16.829850000	7.741430000		
T	16.829900000	7.741610000		
T	16.829950000	7.741790000		
T	16.829990000	7.741970000		
T	16.830040000	7.742150000		
T	16.830090000	7.742330000		
T	16.830130000	7.742510000		
T	16.830180000	7.742700000		
T	16.830230000	7.742880000		
T	16.830270000	7.743060000		
T	16.830320000	7.743240000		
T	16.830370000	7.743420000		
T	16.830410000	7.743600000		
T	16.830460000	7.743790000		
T	16.830470000	7.743830000		
T	16.830510000	7.743970000		
T	16.830550000	7.744150000		
T	16.830600000	7.744330000		
T	16.830640000	7.744510000		
T	16.830680000	7.744700000		
T	16.830720000	7.744880000		
T	16.830760000	7.745060000		
T	16.830800000	7.745250000		
T	16.830840000	7.745430000		
T	16.830880000	7.745610000		
T	16.830920000	7.745800000		
T	16.830960000	7.745980000		
T	16.831000000	7.746160000		
T	16.831040000	7.746350000		
T	16.831070000	7.746530000		
T	16.831110000	7.746710000		
T	16.831150000	7.746900000		
T	16.831190000	7.747080000		
T	16.831230000	7.747260000		
T	16.831270000	7.747450000		
T	16.831310000	7.747630000		
T	16.831350000	7.747810000		
T	16.831390000	7.748000000		
T	16.831430000	7.748180000		
T	16.831470000	7.748360000		
T	16.831510000	7.748550000		
T	16.831550000	7.748730000		
T	16.831590000	7.748910000		
T	16.831630000	7.749100000		
T	16.831670000	7.749280000		
T	16.831710000	7.749460000		
T	16.831750000	7.749650000		
T	16.831790000	7.749830000		
T	16.831830000	7.750010000		
T	16.831870000	7.750200000		
T	16.831910000	7.750380000		
T	16.831950000	7.750560000		
T	16.831990000	7.750750000		
T	16.832020000	7.750930000		
T	16.832060000	7.751110000		
T	16.832070000	7.751120000		
T	16.832130000	7.751300000		
T	16.832200000	7.751470000		
T	16.832270000	7.751650000		
T	16.832330000	7.751820000		
T	16.832400000	7.752000000		
T	16.832460000	7.752170000		
T	16.832530000	7.752350000		
T	16.832590000	7.752520000		
T	16.832630000	7.752610000		
T	16.832660000	7.752700000		
T	16.832730000	7.752870000		
T	16.832790000	7.753050000		
T	16.832860000	7.753220000		
T	16.832920000	7.753400000		
T	16.832970000	7.753520000		
T	16.832980000	7.753570000		
T	16.833040000	7.753750000		
T	16.833090000	7.753930000		
T	16.833140000	7.754110000		
T	16.833200000	7.754290000		
T	16.833250000	7.754470000		
T	16.833300000	7.754650000		
T	16.833350000	7.754830000		
T	16.833410000	7.755010000		
T	16.833460000	7.755190000		
T	16.833510000	7.755370000		
T	16.833560000	7.755550000		
T	16.833620000	7.755730000		
T	16.833670000	7.755910000		
T	16.833720000	7.756090000		
T	16.833780000	7.756270000		
T	16.833830000	7.756450000		
T	16.833880000	7.756630000		
T	16.833930000	7.756810000		
T	16.833990000	7.756990000		
T	16.834040000	7.757160000		
T	16.834090000	7.757340000		
T	16.834140000	7.757520000		
T	16.834200000	7.757700000		
T	16.834250000	7.757880000		
T	16.834300000	7.758060000		
T	16.834360000	7.758240000		
T	16.834410000	7.758420000		
T	16.834460000	7.758600000		
T	16.834510000	7.758780000		
T	16.834570000	7.758960000		
T	16.834620000	7.759140000		
T	16.834670000	7.759320000		
T	16.834730000	7.759500000		
T	16.834780000	7.759680000		
T	16.834790000	7.759730000		
T	16.834830000	7.759860000		
T	16.834860000	7.759950000		
T	16.834880000	7.760040000		
T	16.834940000	7.760220000		
T	16.834990000	7.760400000		
T	16.835040000	7.760580000		
T	16.835100000	7.760760000		
T	16.835150000	7.760940000		
T	16.835200000	7.761120000		
T	16.835250000	7.761300000		
T	16.835310000	7.761480000		
T	16.835360000	7.761660000		
T	16.835410000	7.761840000		
T	16.835470000	7.762010000		
T	16.835520000	7.762190000		
T	16.835570000	7.762370000		
T	16.835630000	7.762550000		
T	16.835680000	7.762730000		
T	16.835730000	7.762910000		
T	16.835780000	7.763090000		
T	16.835840000	7.763270000		
T	16.835890000	7.763450000		
T	16.835940000	7.763630000		
T	16.836000000	7.763810000		
T	16.836050000	7.763990000		
T	16.836100000	7.764170000		
T	16.836160000	7.764350000		
T	16.836210000	7.764530000		
T	16.836260000	7.764710000		
T	16.836310000	7.764890000		
T	16.836370000	7.765070000		
T	16.836420000	7.765250000		
T	16.836470000	7.765430000		
T	16.836530000	7.765610000		
T	16.836580000	7.765790000		
T	16.836630000	7.765970000		
T	16.836690000	7.766150000		
T	16.836740000	7.766320000		
T	16.836790000	7.766500000		
T	16.836840000	7.766680000		
T	16.836900000	7.766860000		
T	16.836950000	7.767040000		
T	16.837000000	7.767220000		
T	16.837060000	7.767400000		
T	16.837110000	7.767580000		
T	16.837160000	7.767760000		
T	16.837220000	7.767940000		
T	16.837270000	7.768120000		
T	16.837320000	7.768300000		
T	16.837370000	7.768480000		
T	16.837430000	7.768660000		
T	16.837480000	7.768840000		
T	16.837530000	7.769020000		
T	16.837590000	7.769200000		
T	16.837640000	7.769380000		
T	16.837690000	7.769560000		
T	16.837750000	7.769740000		
T	16.837800000	7.769920000		
T	16.837850000	7.770100000		
T	16.837900000	7.770250000		
T	16.837910000	7.770270000		
T	16.837970000	7.770450000		
T	16.838030000	7.770630000		
T	16.838100000	7.770800000		
T	16.838160000	7.770980000		
T	16.838220000	7.771150000		
T	16.838290000	7.771330000		
T	16.838350000	7.771510000		
T	16.838410000	7.771680000		
T	16.838480000	7.771860000		
T	16.838540000	7.772030000		
T	16.838600000	7.772210000		
T	16.838670000	7.772390000		
T	16.838730000	7.772560000		
T	16.838790000	7.772740000		
T	16.838860000	7.772910000		
T	16.838920000	7.773090000		
T	16.838980000	7.773260000		
T	16.839050000	7.773440000		
T	16.839110000	7.773620000		
T	16.839170000	7.773790000		
T	16.839220000	7.773920000		
T	16.839240000	7.773970000		
T	16.839300000	7.774140000		
T	16.839360000	7.774320000		
T	16.839430000	7.774500000		
T	16.839490000	7.774670000		
T	16.839550000	7.774850000		
T	16.839620000	7.775020000		
T	16.839680000	7.775200000		
T	16.839740000	7.775370000		
T	16.839810000	7.775550000		
T	16.839870000	7.775730000		
T	16.839930000	7.775900000		
T	16.840000000	7.776080000		
T	16.840060000	7.776250000		
T	16.840120000	7.776430000		
T	16.840190000	7.776610000		
T	16.840250000	7.776780000		
T	16.840280000	7.776860000		
T	16.840320000	7.776960000		
T	16.840380000	7.777130000		
T	16.840450000	7.777310000		
T	16.840520000	7.777480000		
T	16.840590000	7.777650000		
T	16.840650000	7.777830000		
T	16.840720000	7.778000000		
T	16.840790000	7.778180000		
T	16.840850000	7.778350000		
T	16.840920000	7.778530000		
T	16.840990000	7.778700000		
T	16.841060000	7.778870000		
T	16.841120000	7.779050000		
T	16.841190000	7.779220000		
T	16.841260000	7.779400000		
T	16.841330000	7.779570000		
T	16.841390000	7.779750000		
T	16.841460000	7.779920000		
T	16.841530000	7.780090000		
T	16.841590000	7.780270000		
T	16.841660000	7.780440000		
T	16.841730000	7.780620000		
T	16.841800000	7.780790000		
T	16.841830000	7.780880000		
T	16.841860000	7.780970000		
T	16.841930000	7.781140000		
T	16.842000000	7.781310000		
T	16.842060000	7.781490000		
T	16.842130000	7.781660000		
T	16.842200000	7.781840000		
T	16.842270000	7.782010000		
T	16.842330000	7.782190000		
T	16.842400000	7.782360000		
T	16.842470000	7.782530000		
T	16.842500000	7.782610000		
T	16.842550000	7.782700000		
T	16.842660000	7.782850000		
T	16.842760000	7.783010000		
T	16.842860000	7.783160000		
T	16.842960000	7.783320000		
T	16.843070000	7.783470000		
T	16.843170000	7.783620000		
T	16.843270000	7.783780000		
T	16.843370000	7.783930000		
T	16.843480000	7.784090000		
T	16.843580000	7.784240000		
T	16.843680000	7.784400000		
T	16.843780000	7.784550000		
T	16.843890000	7.784710000		
T	16.843990000	7.784860000		
T	16.844090000	7.785020000		
T	16.844190000	7.785170000		
T	16.844300000	7.785320000		
T	16.844400000	7.785480000		
T	16.844500000	7.785630000		
T	16.844600000	7.785790000		
T	16.844700000	7.785940000		
T	16.844810000	7.786100000		
T	16.844910000	7.786250000		
T	16.845010000	7.786410000		
T	16.845110000	7.786560000		
T	16.845220000	7.786720000		
T	16.845320000	7.786870000		
T	16.845420000	7.787020000		
T	16.845450000	7.787080000		
T	16.845520000	7.787180000		
T	16.845550000	7.787220000		
T	16.845630000	7.787330000		
T	16.845730000	7.787490000		
T	16.845830000	7.787640000		
T	16.845940000	7.787790000		
T	16.846040000	7.787950000		
T	16.846140000	7.788100000		
T	16.846250000	7.788260000		
T	16.846350000	7.788410000		
T	16.846450000	7.788560000		
T	16.846550000	7.788720000		
T	16.846660000	7.788870000		
T	16.846760000	7.789030000		
T	16.846860000	7.789180000		
T	16.846970000	7.789340000		
T	16.847070000	7.789490000		
T	16.847170000	7.789640000		
T	16.847280000	7.789800000		
T	16.847380000	7.789950000		
T	16.847480000	7.790110000		
T	16.847580000	7.790260000		
T	16.847690000	7.790410000		
T	16.847790000	7.790570000		
T	16.847890000	7.790720000		
T	16.848000000	7.790880000		
T	16.848100000	7.791030000		
T	16.848200000	7.791180000		
T	16.848310000	7.791340000		
T	16.848410000	7.791490000		
T	16.848510000	7.791650000		
T	16.848610000	7.791800000		
T	16.848720000	7.791950000		
T	16.848820000	7.792110000		
T	16.848920000	7.792260000		
T	16.849030000	7.792420000		
T	16.849130000	7.792570000		
T	16.849230000	7.792720000		
T	16.849340000	7.792880000		
T	16.849440000	7.793030000		
T	16.849540000	7.793190000		
T	16.849640000	7.793340000		
T	16.849660000	7.793400000		
T	16.849720000	7.793580000		
T	16.849770000	7.793760000		
T	16.849830000	7.793940000		
T	16.849880000	7.794110000		
T	16.849940000	7.794290000		
T	16.849990000	7.794470000		
T	16.850050000	7.794650000		
T	16.850100000	7.794830000		
T	16.850160000	7.795010000		
T	16.850210000	7.795190000		
T	16.850270000	7.795370000		
T	16.850280000	7.795410000		
T	16.850330000	7.795550000		
T	16.850380000	7.795720000		
T	16.850440000	7.795900000		
T	16.850470000	7.796000000		
T	16.850490000	7.796080000		
T	16.850540000	7.796260000		
T	16.850590000	7.796440000		
T	16.850630000	7.796630000		
T	16.850680000	7.796810000		
T	16.850730000	7.796990000		
T	16.850780000	7.797170000		
T	16.850830000	7.797350000		
T	16.850880000	7.797530000		
T	16.850930000	7.797710000		
T	16.850980000	7.797890000		
T	16.851030000	7.798070000		
T	16.851070000	7.798250000		
T	16.851120000	7.798430000		
T	16.851170000	7.798610000		
T	16.851220000	7.798800000		
T	16.851270000	7.798980000		
T	16.851320000	7.799160000		
T	16.851370000	7.799340000		
T	16.851420000	7.799520000		
T	16.851470000	7.799700000		
T	16.851520000	7.799880000		
T	16.851530000	7.799950000		
T	16.851560000	7.800060000		
T	16.851590000	7.800250000		
T	16.851630000	7.800430000		
T	16.851660000	7.800620000		
T	16.851700000	7.800800000		
T	16.851740000	7.800980000		
T	16.851770000	7.801170000		
T	16.851810000	7.801350000		
T	16.851840000	7.801540000		
T	16.851880000	7.801720000		
T	16.851920000	7.801900000		
T	16.851950000	7.802090000		
T	16.851990000	7.802270000		
T	16.852020000	7.802460000		
T	16.852060000	7.802640000		
T	16.852100000	7.802830000		
T	16.852130000	7.803010000		
T	16.852170000	7.803190000		
T	16.852200000	7.803380000		
T	16.852240000	7.803560000		
T	16.852280000	7.803750000		
T	16.852310000	7.803930000		
T	16.852350000	7.804110000		
T	16.852360000	7.804160000		
T	16.852390000	7.804300000		
T	16.852440000	7.804480000		
T	16.852490000	7.804660000		
T	16.852540000	7.804840000		
T	16.852590000	7.805020000		
T	16.852630000	7.805200000		
T	16.852680000	7.805380000		
T	16.852730000	7.805560000		
T	16.852780000	7.805750000		
T	16.852830000	7.805930000		
T	16.852870000	7.806110000		
T	16.852920000	7.806290000		
T	16.852970000	7.806470000		
T	16.853020000	7.806650000		
T	16.853070000	7.806830000		
T	16.853120000	7.807010000		
T	16.853160000	7.807190000		
T	16.853210000	7.807370000		
T	16.853260000	7.807560000		
T	16.853310000	7.807740000		
T	16.853360000	7.807920000		
T	16.853400000	7.808100000		
T	16.853450000	7.808280000		
T	16.853500000	7.808460000		
T	16.853550000	7.808640000		
T	16.853590000	7.808790000		
T	16.853600000	7.808820000		
T	16.853680000	7.808990000		
T	16.853760000	7.809160000		
T	16.853840000	7.809330000		
T	16.853920000	7.809500000		
T	16.854000000	7.809660000		
T	16.854060000	7.809790000		
T	16.854080000	7.809830000		
T	16.854160000	7.810000000		
T	16.854240000	7.810170000		
T	16.854320000	7.810340000		
T	16.854400000	7.810510000		
T	16.854470000	7.810680000		
T	16.854550000	7.810850000		
T	16.854630000	7.811010000		
T	16.854710000	7.811180000		
T	16.854790000	7.811350000		
T	16.854870000	7.811520000		
T	16.854950000	7.811690000		
T	16.855030000	7.811860000		
T	16.855110000	7.812030000		
T	16.855190000	7.812190000		
T	16.855270000	7.812360000		
T	16.855350000	7.812530000		
T	16.855430000	7.812700000		
T	16.855510000	7.812870000		
T	16.855590000	7.813040000		
T	16.855660000	7.813210000		
T	16.855740000	7.813380000		
T	16.855820000	7.813540000		
T	16.855900000	7.813710000		
T	16.855970000	7.813850000		
T	16.855980000	7.813880000		
T	16.856060000	7.814050000		
T	16.856130000	7.814220000		
T	16.856210000	7.814390000		
T	16.856280000	7.814560000		
T	16.856360000	7.814730000		
T	16.856440000	7.814900000		
T	16.856510000	7.815070000		
T	16.856590000	7.815240000		
T	16.856660000	7.815420000		
T	16.856740000	7.815590000		
T	16.856820000	7.815760000		
T	16.856890000	7.815930000		
T	16.856970000	7.816100000		
T	16.857040000	7.816270000		
T	16.857120000	7.816440000		
T	16.857160000	7.816520000		
T	16.857190000	7.816610000		
T	16.857270000	7.816780000		
T	16.857350000	7.816950000		
T	16.857420000	7.817120000		
T	16.857500000	7.817290000		
T	16.857570000	7.817460000		
T	16.857650000	7.817630000		
T	16.857730000	7.817800000		
T	16.857800000	7.817970000		
T	16.857880000	7.818140000		
T	16.857950000	7.818310000		
T	16.858030000	7.818480000		
T	16.858100000	7.818650000		
T	16.858180000	7.818820000		
T	16.858260000	7.818990000		
T	16.858330000	7.819160000		
T	16.858410000	7.819340000		
T	16.858480000	7.819510000		
T	16.858560000	7.819680000		
T	16.858640000	7.819850000		
T	16.858680000	7.819950000		
T	16.858710000	7.820020000		
T	16.858800000	7.820180000		
T	16.858880000	7.820350000		
T	16.858970000	7.820510000		
T	16.859050000	7.820680000		
T	16.859130000	7.820850000		
T	16.859220000	7.821010000		
T	16.859300000	7.821180000		
T	16.859390000	7.821340000		
T	16.859470000	7.821510000		
T	16.859550000	7.821680000		
T	16.859640000	7.821840000		
T	16.859720000	7.822010000		
T	16.859810000	7.822180000		
T	16.859890000	7.822340000		
T	16.859970000	7.822510000		
T	16.860060000	7.822670000		
T	16.860140000	7.822840000		
T	16.860230000	7.823010000		
T	16.860310000	7.823170000		
T	16.860330000	7.823210000		
T	16.860390000	7.823340000		
T	16.860480000	7.823510000		
T	16.860560000	7.823670000		
T	16.860650000	7.823840000		
T	16.860730000	7.824000000		
T	16.860810000	7.824170000		
T	16.860900000	7.824340000		
T	16.860980000	7.824500000		
T	16.861070000	7.824670000		
T	16.861150000	7.824830000		
T	16.861230000	7.825000000		
T	16.861320000	7.825170000		
T	16.861400000	7.825330000		
T	16.861490000	7.825500000		
T	16.861570000	7.825670000		
T	16.861650000	7.825830000		
T	16.861740000	7.826000000		
T	16.861820000	7.826160000		
T	16.861910000	7.826330000		
T	16.861990000	7.826500000		
T	16.862070000	7.826660000		
T	16.862160000	7.826830000		
T	16.862240000	7.827000000		
T	16.862330000	7.827160000		
T	16.862410000	7.827330000		
T	16.862490000	7.827490000		
T	16.862540000	7.827590000		
T	16.862570000	7.827660000		
T	16.862640000	7.827840000		
T	16.862710000	7.828010000		
T	16.862790000	7.828180000		
T	16.862860000	7.828350000		
T	16.862930000	7.828530000		
T	16.863000000	7.828700000		
T	16.863070000	7.828870000		
T	16.863140000	7.829040000		
T	16.863210000	7.829220000		
T	16.863280000	7.829390000		
T	16.863350000	7.829560000		
T	16.863420000	7.829730000		
T	16.863500000	7.829910000		
T	16.863520000	7.829970000		
T	16.863590000	7.830140000		
T	16.863660000	7.830310000		
T	16.863730000	7.830480000		
T	16.863800000	7.830660000		
T	16.863870000	7.830830000		
T	16.863950000	7.831000000		
T	16.864020000	7.831170000		
T	16.864090000	7.831350000		
T	16.864160000	7.831520000		
T	16.864230000	7.831690000		
T	16.864300000	7.831860000		
T	16.864370000	7.832040000		
T	16.864440000	7.832210000		
T	16.864510000	7.832380000		
T	16.864580000	7.832560000		
T	16.864660000	7.832730000		
T	16.864730000	7.832900000		
T	16.864800000	7.833070000		
T	16.864870000	7.833250000		
T	16.864940000	7.833420000		
T	16.865010000	7.833590000		
T	16.865080000	7.833760000		
T	16.865150000	7.833940000		
T	16.865220000	7.834110000		
T	16.865300000	7.834280000		
T	16.865370000	7.834450000		
T	16.865440000	7.834630000		
T	16.865510000	7.834800000		
T	16.865580000	7.834970000		
T	16.865650000	7.835150000		
T	16.865720000	7.835320000		
T	16.865790000	7.835490000		
T	16.865860000	7.835660000		
T	16.865930000	7.835840000		
T	16.866010000	7.836010000		
T	16.866080000	7.836180000		
T	16.866150000	7.836350000		
T	16.866220000	7.836530000		
T	16.866290000	7.836700000		
T	16.866320000	7.836770000		
T	16.866340000	7.836880000		
T	16.866370000	7.837070000		
T	16.866410000	7.837250000		
T	16.866440000	7.837440000		
T	16.866480000	7.837620000		
T	16.866500000	7.837710000		
T	16.866530000	7.837900000		
T	16.866560000	7.838080000		
T	16.866600000	7.838270000		
T	16.866630000	7.838450000		
T	16.866670000	7.838640000		
T	16.866700000	7.838820000		
T	16.866740000	7.839000000		
T	16.866770000	7.839190000		
T	16.866810000	7.839370000		
T	16.866840000	7.839560000		
T	16.866880000	7.839740000		
T	16.866910000	7.839930000		
T	16.866940000	7.840110000		
T	16.866980000	7.840300000		
T	16.867010000	7.840480000		
T	16.867050000	7.840660000		
T	16.867060000	7.840720000		
T	16.867070000	7.840850000		
T	16.867100000	7.841040000		
T	16.867120000	7.841220000		
T	16.867140000	7.841410000		
T	16.867160000	7.841600000		
T	16.867180000	7.841780000		
T	16.867210000	7.841970000		
T	16.867230000	7.842160000		
T	16.867250000	7.842340000		
T	16.867270000	7.842530000		
T	16.867290000	7.842720000		
T	16.867320000	7.842900000		
T	16.867340000	7.843090000		
T	16.867360000	7.843280000		
T	16.867380000	7.843460000		
T	16.867400000	7.843650000		
T	16.867430000	7.843840000		
T	16.867450000	7.844020000		
T	16.867470000	7.844210000		
T	16.867490000	7.844400000		
T	16.867510000	7.844580000		
T	16.867540000	7.844770000		
T	16.867560000	7.844950000		
T	16.867560000	7.845000000		
T	16.867580000	7.845140000		
T	16.867600000	7.845330000		
T	16.867630000	7.845510000		
T	16.867650000	7.845700000		
T	16.867670000	7.845890000		
T	16.867690000	7.846070000		
T	16.867710000	7.846260000		
T	16.867740000	7.846450000		
T	16.867760000	7.846630000		
T	16.867780000	7.846820000		
T	16.867800000	7.847010000		
T	16.867820000	7.847190000		
T	16.867850000	7.847380000		
T	16.867870000	7.847570000		
T	16.867880000	7.847670000		
T	16.867890000	7.847750000		
T	16.867900000	7.847940000		
T	16.867920000	7.848130000		
T	16.867940000	7.848310000		
